name,price,engineSize,year,mileage,fuelType,ratio
Ford C-MAX II,27900,1560 ,2011 ,146 204 km,Diesel,17884.615384615383
Peugeot 3008 I,27900,1560 ,2010 ,177 200 km,Diesel,17884.615384615383
Volkswagen Multivan,43900,2461 ,2004 ,239 000 km,Diesel,17838.277123120683
Opel Corsa D,21900,1229 ,2011 ,133 000 km,Benzyna,17819.365337672905
Škoda Octavia III,28454,1598 ,2014 ,134 935 km,Diesel,17806.007509386734
Renault Grand Scenic III,24900,1400 ,2009 ,126 000 km,Benzyna,17785.714285714286
Opel Corsa E,24900,1400 ,2015 ,152 000 km,Benzyna,17785.714285714286
Škoda RAPID,24900,1400 ,2015 ,142 000 km,Diesel,17785.714285714286
Volkswagen Passat B7,34999,1968 ,2010 ,251 000 km,Diesel,17784.044715447155
Nissan Qashqai I,35500,1997 ,2010 ,162 500 km,Benzyna,17776.664997496246
Toyota Avensis III,35500,1998 ,2012 ,175 410 km,Diesel,17767.767767767768
Suzuki Jimny,22900,1290 ,2011 ,100 000 km,Benzyna,17751.937984496122
Peugeot 308 T8,35500,2000 ,2014 ,186 000 km,Diesel,17750
Volvo XC 90 I,56789,3200 ,2011 ,145 000 km,Benzyna,17746.5625
Opel Astra J,29900,1686 ,2014 ,113 500 km,Diesel,17734.282325029657
Audi A4 B8,34900,1968 ,2010 ,178 006 km,Diesel,17733.739837398374
Renault Fluence,26599,1500 ,2014 ,156 353 km,Diesel,17732.666666666668
Seat Ibiza IV,25202,1422 ,2016 ,53 858 km,Diesel,17722.925457102672
Seat Ibiza IV,24800,1400 ,2013 ,106 800 km,Benzyna,17714.285714285714
Kia Ceed II,24796,1400 ,2012 ,148 000 km,Diesel,17711.42857142857
Audi A4 B8,35400,2000 ,2009 ,1 742 019 km,Benzyna,17700
BMW Seria 3 E90,35300,1995 ,2007 ,214 500 km,Benzyna,17694.23558897243
Audi A4 B8,34800,1968 ,2009 ,235 289 km,Diesel,17682.926829268294
Škoda Superb II,63600,3597 ,2014 ,178 363 km,Benzyna,17681.4011676397
Renault Clio IV,26490,1500 ,2016 ,47 420 km,Diesel,17660
Fiat Panda III,21900,1242 ,2015 ,117 000 km,Benzyna,17632.850241545893
Volkswagen Touran I,24500,1390 ,2009 ,120 000 km,Benzyna,17625.899280575537
Opel Astra J,29900,1700 ,2013 ,145 000 km,Diesel,17588.235294117647
Jeep Grand Cherokee IV,100000,5700 ,2013 ,120 000 km,Benzyna+LPG,17543.85964912281
Seat Leon II,34800,1984 ,2012 ,81 100 km,Benzyna,17540.32258064516
Opel Astra J,33500,1910 ,2013 ,163 000 km,Diesel,17539.267015706806
Peugeot 508,35000,1997 ,2011 ,195 811 km,Diesel,17526.289434151226
Volkswagen Golf VI,28000,1598 ,2012 ,141 281 km,Diesel,17521.902377972467
Mini Cooper,27999,1598 ,2011 ,130 000 km,Benzyna,17521.27659574468
Ford Mondeo Mk4,35000,2000 ,2011 ,97 000 km,Diesel,17500
Citroën C4 Picasso I,28000,1600 ,2011 ,102 000 km,Diesel,17500
Subaru Impreza GC,34999,2000 ,1999 ,221 000 km,Benzyna,17499.5
Porsche Cayenne I,62900,3600 ,2009 ,188 000 km,Benzyna,17472.222222222223
Subaru Forester III,34900,1998 ,2010 ,113 539 km,Diesel,17467.467467467468
Renault Laguna III,34900,1998 ,2009 ,195 500 km,Benzyna,17467.467467467468
Citroën DS3,27900,1598 ,2010 ,120 000 km,Benzyna,17459.324155193994
Škoda Superb II,34900,2000 ,2010 ,208 500 km,Diesel,17450
Opel Zafira C,34900,2000 ,2013 ,186 110 km,Diesel,17450
BMW X3 E83,34900,2000 ,2008 ,200 000 km,Diesel,17450
Mazda 5 II,27900,1600 ,2012 ,170 000 km,Diesel,17437.5
Opel Astra J,27900,1600 ,2010 ,170 000 km,Benzyna,17437.5
Audi A3 8P,27900,1600 ,2010 ,183 500 km,Diesel,17437.5
Volkswagen Golf VI,27900,1600 ,2008 ,127 013 km,Benzyna,17437.5
Mercedes-Benz SL R230,64900,3724 ,2003 ,157 754 km,Benzyna,17427.49731471536
Volvo XC 90 I,41800,2401 ,2008 ,291 000 km,Diesel,17409.412744689715
BMW Seria 3 E90,34800,2000 ,2009 ,106 700 km,Benzyna,17400
Renault Megane III,27800,1598 ,2011 ,73 536 km,Benzyna,17396.74593241552
Mercedes-Benz CL C216,95000,5462 ,2007 ,151 700 km,Benzyna,17392.89637495423
Škoda Fabia III,24300,1400 ,2016 ,105 000 km,Diesel,17357.14285714286
Opel Astra J,29500,1700 ,2012 ,153 574 km,Diesel,17352.941176470587
Audi A6 C6,52000,3000 ,2009 ,167 200 km,Diesel,17333.333333333332
Opel Insignia A,33900,1956 ,2012 ,136 700 km,Diesel,17331.28834355828
Peugeot 508,27000,1560 ,2011 ,232 000 km,Diesel,17307.692307692305
Renault Clio IV,25934,1500 ,2015 ,99 000 km,Diesel,17289.333333333332
Mercedes-Benz Klasa E W212,60500,3500 ,2012 ,280 000 km,Diesel,17285.714285714286
Audi A4 B8,33900,1968 ,2009 ,274 000 km,Diesel,17225.60975609756
Toyota Auris I,27490,1598 ,2009 ,84 502 km,Benzyna,17202.75344180225
Jeep Grand Cherokee IV,61900,3600 ,2011 ,196 000 km,Benzyna+LPG,17194.44444444444
Škoda Fabia II,27500,1600 ,2014 ,132 320 km,Diesel,17187.5
Opel Astra J,28900,1686 ,2014 ,145 000 km,Diesel,17141.162514827996
Infiniti M,59900,3498 ,2012 ,96 000 km,Hybryda,17124.0708976558
Kia Venga,23900,1397 ,2011 ,91 200 km,Benzyna,17108.08876163207
Kia Venga,23900,1400 ,2013 ,130 000 km,Diesel,17071.428571428572
Audi A3 8P,23900,1400 ,2009 ,114 123 km,Benzyna,17071.428571428572
Renault Fluence,25599,1500 ,2014 ,183 075 km,Diesel,17066
Peugeot 508,34000,1997 ,2012 ,164 725 km,Diesel,17025.538307461193
Peugeot 508,34000,1997 ,2012 ,164 725 km,Diesel,17025.538307461193
Opel Insignia A,34000,1998 ,2010 ,70 305 km,Benzyna,17017.017017017017
Nissan Qashqai I,33900,1994 ,2010 ,171 188 km,Diesel,17001.00300902708
Ford Kuga I,33999,2000 ,2008 ,177 000 km,Diesel,16999.5
BMW Seria 7 F01,74700,4395 ,2009 ,151 000 km,Benzyna,16996.587030716724
Hyundai ix20,23576,1396 ,2013 ,100 724 km,Diesel,16888.252148997137
Audi Q7 I,100000,5934 ,2010 ,210 485 km,Diesel,16852.039096730703
Audi A4 B8,33700,2000 ,2009 ,180 000 km,Diesel,16850
Ford C-MAX II,26900,1600 ,2011 ,196 120 km,Benzyna,16812.5
Škoda RAPID,23900,1422 ,2015 ,181 716 km,Diesel,16807.313642756682
Peugeot 5008 I,26200,1560 ,2012 ,168 453 km,Diesel,16794.871794871797
Audi A3 8P,31900,1900 ,2010 ,211 000 km,Diesel,16789.473684210527
Fiat Bravo II,23500,1400 ,2009 ,103 600 km,Benzyna,16785.714285714286
Opel Antara,33400,1991 ,2009 ,154 000 km,Diesel,16775.4897036665
Peugeot 3008 I,33500,1997 ,2011 ,101 000 km,Diesel,16775.162744116173
Ford S-Max I,33500,1997 ,2010 ,178 100 km,Diesel,16775.162744116173
Jeep Grand Cherokee III,49999,2987 ,2008 ,261 000 km,Diesel,16738.868429862738
Suzuki SX4 I,26500,1586 ,2010 ,140 000 km,Benzyna,16708.70113493064
BMW Seria 5 F10,49900,2993 ,2010 ,273 000 km,Diesel,16672.235215502842
Volvo V50,26000,1560 ,2010 ,150 836 km,Diesel,16666.666666666668
Volvo C70,42000,2521 ,2011 ,157 144 km,Benzyna,16660.055533518444
Mercedes-Benz Klasa A W169,24890,1498 ,2010 ,108 342 km,Benzyna,16615.487316421895
Ford Fiesta Mk7,24900,1499 ,2015 ,145 000 km,Diesel,16611.074049366245
Opel Astra J,28000,1686 ,2013 ,167 000 km,Diesel,16607.354685646504
Ford Focus Mk3,25900,1560 ,2014 ,197 000 km,Diesel,16602.5641025641
Citroën DS3,25900,1560 ,2012 ,144 000 km,Diesel,16602.5641025641
Peugeot Partner II,25900,1560 ,2011 ,196 823 km,Diesel,16602.5641025641
BMW X5 E70,49800,3000 ,2007 ,228 300 km,Diesel,16600
Ford Mondeo Mk4,36504,2200 ,2013 ,133 000 km,Diesel,16592.727272727272
Hyundai i20 I,19900,1200 ,2011 ,120 000 km,Benzyna,16583.333333333332
Volvo XC 60 I,32900,1984 ,2012 ,211 475 km,Diesel,16582.66129032258
BMW Z3,33000,1991 ,2000 ,88 150 km,Benzyna,16574.58563535912
Škoda Octavia II,26400,1600 ,2012 ,126 000 km,Diesel,16500
Opel Insignia A,32900,2000 ,2012 ,181 000 km,Diesel,16450
Opel Insignia A,32900,2000 ,2011 ,214 000 km,Diesel,16450
Volkswagen Passat B7,32900,2000 ,2013 ,241 000 km,Diesel,16450
Toyota Avensis III,32900,2000 ,2012 ,250 000 km,Diesel,16450
Audi A4 B7,32900,2000 ,2006 ,210 000 km,Diesel,16450
Mercedes-Benz Sprinter III,49000,2987 ,2011 ,382 042 km,Diesel,16404.419149648475
Volkswagen Touran II,32800,2000 ,2010 ,236 900 km,Diesel,16400
Toyota Corolla Seria,26000,1587 ,2007 ,125 418 km,Benzyna,16383.11279143037
Seat Altea,22900,1400 ,2009 ,120 000 km,Benzyna,16357.142857142857
Audi S5,67999,4163 ,2008 ,162 000 km,Benzyna,16334.134037953398
Peugeot 308 T8,19600,1200 ,2015 ,90 000 km,Benzyna,16333.333333333332
Citroën C-Elysée,25900,1587 ,2016 ,93 164 km,Benzyna+LPG,16320.100819155641
Mercedes-Benz Klasa S W221,89700,5500 ,2010 ,187 000 km,Benzyna,16309.090909090908
Mercedes-Benz Klasa C W204,35000,2148 ,2009 ,224 906 km,Diesel,16294.227188081937
Mercedes-Benz Klasa C W204,34900,2143 ,2010 ,238 000 km,Diesel,16285.58096126925
Škoda Octavia II,26015,1598 ,2013 ,88 713 km,Diesel,16279.724655819773
Mitsubishi Outlander II,32000,1968 ,2009 ,118 000 km,Diesel,16260.162601626018
Mazda 6 II,32500,1999 ,2008 ,55 000 km,Benzyna,16258.129064532266
Honda Accord VIII,32500,2000 ,2008 ,255 000 km,Benzyna,16250
Citroën C4 Grand Picasso I,26000,1600 ,2012 ,168 140 km,Diesel,16250
Volkswagen Golf VI,25900,1600 ,2010 ,193 000 km,Benzyna,16187.5
Nissan Note I,22600,1400 ,2011 ,92 233 km,Benzyna,16142.857142857143
Renault Megane III,23500,1461 ,2015 ,190 000 km,Diesel,16084.873374401095
Toyota Yaris II,20900,1300 ,2009 ,90 000 km,Benzyna,16076.923076923076
Land Rover Freelander II,35000,2179 ,2007 ,225 000 km,Diesel,16062.413951353832
Peugeot 308 T8,25691,1600 ,2014 ,147 000 km,Diesel,16056.875000000002
BMW Seria 3 E90,32000,1995 ,2010 ,193 000 km,Diesel,16040.100250626565
Volvo C30,25000,1560 ,2008 ,259 200 km,Diesel,16025.641025641025
Citroën C4 Picasso I,25000,1560 ,2010 ,143 971 km,Diesel,16025.641025641025
Peugeot 308 T8,24990,1560 ,2016 ,57 431 km,Diesel,16019.23076923077
Opel Astra J,26999,1686 ,2012 ,193 000 km,Diesel,16013.641755634637
Opel Meriva II,22400,1400 ,2011 ,203 800 km,Benzyna,16000
Mercedes-Benz SL R129,79900,5000 ,1999 ,100 000 km,Benzyna,15980
Audi Q7 I,47900,3000 ,2007 ,320 500 km,Diesel,15966.666666666666
Audi A4 B8,31900,1998 ,2008 ,221 000 km,Diesel,15965.965965965966
Volkswagen Passat B6,28700,1798 ,2009 ,135 537 km,Benzyna,15962.18020022247
Volkswagen Touareg I,39900,2500 ,2009 ,223 000 km,Diesel,15960
Volkswagen Passat B7,25500,1598 ,2010 ,206 500 km,Diesel,15957.446808510638
Opel Astra J,25499,1598 ,2014 ,151 600 km,Diesel,15956.821026282852
BMW Seria 3 E90,31900,2000 ,2008 ,232 000 km,Benzyna,15950
Kia Rio III,19900,1248 ,2016 ,46 400 km,Benzyna,15945.51282051282
Škoda Fabia II,25500,1600 ,2014 ,80 000 km,Diesel,15937.5
Volvo V70 III,25500,1600 ,2009 ,225 000 km,Diesel,15937.5
Mini Cooper,24800,1560 ,2010 ,188 708 km,Diesel,15897.435897435898
Citroën Berlingo II,24800,1560 ,2010 ,165 000 km,Diesel,15897.435897435898
Opel Meriva II,26999,1700 ,2013 ,66 000 km,Diesel,15881.764705882351
Ford Kuga I,40000,2521 ,2009 ,189 113 km,Benzyna+LPG,15866.719555731854
Opel Corsa D,19500,1229 ,2009 ,154 000 km,Benzyna,15866.558177379984
Hyundai i20 I,19800,1248 ,2011 ,54 983 km,Benzyna,15865.384615384615
Mazda 6 II,28500,1798 ,2008 ,134 800 km,Benzyna,15850.945494994437
Dacia Dokker,18999,1200 ,2013 ,81 000 km,Benzyna,15832.5
Volkswagen Golf V,22000,1390 ,2008 ,117 833 km,Benzyna,15827.338129496402
Opel Astra J,26900,1700 ,2012 ,175 000 km,Diesel,15823.529411764706
Opel Zafira B,26900,1700 ,2010 ,263 000 km,Diesel,15823.529411764706
Mercedes-Benz Klasa E W212,33900,2143 ,2014 ,120 000 km,Diesel,15818.945403639758
Hyundai ix35,31600,1998 ,2011 ,73 691 km,Benzyna+LPG,15815.815815815815
Land Rover Range Rover III,78999,4996 ,2012 ,114 000 km,Benzyna,15812.449959967975
Volkswagen Polo V,18900,1198 ,2010 ,134 200 km,Benzyna,15776.293823038397
Citroën C5 II,31500,1997 ,2008 ,115 339 km,Benzyna+LPG,15773.660490736103
Škoda Superb II,30999,1968 ,2011 ,255 000 km,Diesel,15751.524390243903
Hyundai ix35,31400,1995 ,2012 ,205 887 km,Diesel,15739.348370927319
Ford Focus Mk3,25121,1600 ,2014 ,130 000 km,Diesel,15700.625
Audi A4 B8,46500,2967 ,2012 ,105 000 km,Diesel,15672.396359959555
Toyota Land Cruiser IV,47000,3000 ,2004 ,202 000 km,Diesel,15666.666666666666
Volkswagen Golf Plus,21900,1400 ,2007 ,93 000 km,Benzyna,15642.857142857143
Mazda 3 II,24900,1598 ,2011 ,149 881 km,Benzyna,15581.9774718398
Renault Clio IV,22763,1461 ,2015 ,91 780 km,Diesel,15580.424366872005
Nissan Qashqai I,30999,1997 ,2009 ,182 280 km,Benzyna,15522.784176264397
Škoda Superb II,27900,1798 ,2012 ,248 857 km,Benzyna,15517.241379310346
Volvo C30,24200,1560 ,2010 ,96 500 km,Diesel,15512.820512820514
Opel Astra J,31000,2000 ,2012 ,168 000 km,Diesel,15500
Audi A3 8P,30500,1968 ,2010 ,130 000 km,Diesel,15497.967479674797
Mercedes-Benz GL X164,61900,4000 ,2008 ,220 000 km,Diesel,15475
Volvo V50,30700,1984 ,2012 ,131 543 km,Diesel,15473.790322580646
Renault Laguna III,30900,1998 ,2011 ,190 000 km,Diesel,15465.465465465466
Seat Leon II,27800,1798 ,2010 ,80 500 km,Benzyna,15461.624026696329
Peugeot 508,30900,2000 ,2012 ,229 000 km,Diesel,15450
Audi A3 8P,30900,2000 ,2007 ,167 000 km,Diesel,15450
Toyota Corolla Seria,24700,1600 ,2008 ,125 000 km,Benzyna,15437.5
Seat Leon III,18500,1200 ,2014 ,172 000 km,Benzyna,15416.666666666666
Opel Insignia A,30813,2000 ,2010 ,125 000 km,Benzyna,15406.5
Kia Ceed I,21500,1396 ,2009 ,124 463 km,Benzyna,15401.146131805157
Kia Ceed I,21500,1396 ,2009 ,124 463 km,Benzyna,15401.146131805157
Fiat Bravo II,21000,1368 ,2007 ,88 082 km,Benzyna,15350.877192982456
Opel Corsa D,20900,1364 ,2010 ,142 900 km,Benzyna,15322.58064516129
Citroën C4 I,24500,1600 ,2010 ,83 458 km,Diesel,15312.5
Opel Corsa D,19900,1300 ,2014 ,157 090 km,Diesel,15307.692307692309
Opel Astra J,25999,1700 ,2014 ,138 732 km,Diesel,15293.529411764704
Mazda MX-5,28000,1840 ,2001 ,112 000 km,Benzyna,15217.391304347826
Honda Accord VIII,36500,2400 ,2010 ,240 000 km,Benzyna+LPG,15208.333333333334
Audi Q5 8R,45000,2967 ,2009 ,238 374 km,Diesel,15166.835187057633
Opel Vivaro I,37900,2500 ,2011 ,236 000 km,Diesel,15160
Mercedes-Benz Klasa E W211,32500,2149 ,2007 ,295 000 km,Diesel,15123.313168915774
Renault Kangoo IV,22682,1500 ,2015 ,148 000 km,Diesel,15121.333333333334
Nissan Note I,20900,1386 ,2010 ,106 000 km,Benzyna,15079.36507936508
Mazda 6 II,32900,2184 ,2010 ,183 000 km,Diesel,15064.102564102564
Opel Corsa D,21000,1398 ,2010 ,101 216 km,Benzyna,15021.459227467813
BMW X5 E70,72000,4799 ,2008 ,222 300 km,Benzyna,15003.125651177328
Mitsubishi Lancer VIII,26900,1793 ,2010 ,171 000 km,Benzyna,15002.788622420525
Volkswagen Caravelle,28500,1900 ,2007 ,402 200 km,Diesel,15000
BMW Seria 5 E60,45000,3000 ,2009 ,300 000 km,Diesel,15000
Honda CR-V III,33000,2200 ,2007 ,209 000 km,Diesel,15000
Opel Insignia A,29999,2000 ,2010 ,178 000 km,Diesel,14999.5
Renault Megane III,21900,1461 ,2011 ,84 200 km,Diesel,14989.733059548256
Škoda RAPID,23983,1600 ,2015 ,104 000 km,Diesel,14989.375
BMW Seria 3 E90,29900,1995 ,2010 ,258 129 km,Diesel,14987.468671679197
BMW Seria 3 E90,29900,1995 ,2007 ,270 000 km,Diesel,14987.468671679197
Renault Trafic II,29900,1995 ,2009 ,188 000 km,Diesel,14987.468671679197
Ford S-Max I,29900,1997 ,2011 ,262 450 km,Diesel,14972.45868803205
Ford Focus Mk3,29900,1999 ,2014 ,137 036 km,Benzyna,14957.478739369686
Toyota Corolla Seria,23900,1598 ,2007 ,149 774 km,Benzyna,14956.195244055069
Renault Megane III,23900,1598 ,2008 ,105 202 km,Benzyna,14956.195244055069
Honda Civic VIII,26900,1799 ,2007 ,165 300 km,Benzyna,14952.751528627015
Opel Insignia A,29900,2000 ,2009 ,220 000 km,Diesel,14950
BMW Seria 3 E90,29900,2000 ,2009 ,270 000 km,Diesel,14950
Volkswagen Scirocco,29900,2000 ,2013 ,139 000 km,Diesel,14950
Renault Laguna III,29900,2000 ,2010 ,257 800 km,Diesel,14950
Škoda Roomster,17900,1198 ,2012 ,162 763 km,Diesel,14941.569282136894
Renault Megane III,23900,1600 ,2012 ,145 000 km,Benzyna,14937.5
Citroën C4 II,23900,1600 ,2012 ,137 800 km,Diesel,14937.5
Mazda 3 II,23900,1600 ,2010 ,96 000 km,Benzyna,14937.5
Opel Corsa E,18599,1248 ,2014 ,179 630 km,Diesel,14903.044871794873
Renault Megane III,23800,1598 ,2011 ,93 000 km,Benzyna,14893.617021276596
Citroën DS3,23800,1598 ,2010 ,158 000 km,Benzyna,14893.617021276596
Toyota Auris I,23500,1585 ,2007 ,154 000 km,Benzyna,14826.498422712933
Peugeot 3008 I,23700,1600 ,2009 ,214 177 km,Diesel,14812.5
Lexus RX II,49000,3311 ,2008 ,125 000 km,Benzyna,14799.154334038056
Opel Insignia A,28900,1956 ,2010 ,197 500 km,Diesel,14775.051124744376
Volkswagen Passat CC,29500,2000 ,2008 ,198 000 km,Diesel,14750
Volkswagen Touran I,27900,1900 ,2008 ,179 000 km,Diesel,14684.21052631579
Citroën C4 Picasso I,22900,1560 ,2010 ,170 000 km,Diesel,14679.48717948718
Seat Altea,23400,1598 ,2012 ,139 000 km,Diesel,14643.304130162702
Škoda RAPID,14600,999,2018 ,33 826 km,Benzyna,14614.614614614615
Nissan Patrol GR,43000,2953 ,2004 ,91 994 km,Diesel,14561.462919065358
Volvo XC 90 I,34900,2398 ,2007 ,230 000 km,Diesel,14553.794829024186
BMW M3,46500,3200 ,2002 ,164 000 km,Benzyna,14531.25
Toyota Yaris I,14500,998,2004 ,102 000 km,Benzyna,14529.058116232465
Mazda 3 II,29000,1999 ,2010 ,142 385 km,Benzyna,14507.253626813406
Renault Koleos,28900,1995 ,2009 ,186 735 km,Diesel,14486.215538847118
Dodge Journey,28500,1968 ,2009 ,82 000 km,Diesel,14481.707317073171
Citroën C5 III,28900,1997 ,2010 ,193 800 km,Diesel,14471.707561342013
Ford Mondeo Mk4,31800,2200 ,2010 ,209 000 km,Diesel,14454.545454545456
Citroën C5 III,28900,2000 ,2010 ,228 900 km,Diesel,14450
Škoda Superb II,28900,2000 ,2009 ,223 000 km,Diesel,14450
Audi S3 8L,26000,1800 ,2002 ,255 000 km,Benzyna,14444.444444444445
Nissan Qashqai I,28800,1994 ,2007 ,150 166 km,Diesel,14443.329989969909
Toyota Avensis III,28800,1998 ,2011 ,173 000 km,Diesel,14414.414414414414
Peugeot 3008 I,23000,1600 ,2010 ,188 000 km,Diesel,14375
Renault Scenic III,21000,1461 ,2011 ,152 140 km,Diesel,14373.716632443533
Toyota Avensis III,28700,1998 ,2009 ,150 000 km,Diesel,14364.364364364365
Opel Corsa D,17641,1229 ,2011 ,79 312 km,Benzyna,14353.946297803092
Toyota Corolla Seria,22900,1598 ,2006 ,188 408 km,Benzyna,14330.413016270339
Hyundai I30 I,19999,1396 ,2010 ,105 000 km,Benzyna,14325.93123209169
Hyundai i20 I,17900,1250 ,2012 ,198 000 km,Benzyna+LPG,14320
BMW Seria 3 E90,42900,2996 ,2007 ,121 000 km,Benzyna,14319.09212283044
Audi A8 D3,42900,2997 ,2010 ,269 000 km,Diesel,14314.314314314315
BMW Seria 5 E60,28500,1995 ,2009 ,252 000 km,Benzyna,14285.714285714286
Seat Ibiza IV,19999,1400 ,2010 ,84 600 km,Benzyna,14285
Fiat Bravo II,19500,1368 ,2009 ,115 000 km,Benzyna,14254.38596491228
Audi A3 8P,28000,1968 ,2008 ,163 900 km,Diesel,14227.642276422765
Audi A4 B8,27999,1968 ,2009 ,326 000 km,Diesel,14227.134146341463
Citroën C3 Picasso,22700,1598 ,2012 ,157 000 km,Diesel,14205.25657071339
BMW Seria 3 E90,28400,2000 ,2012 ,257 000 km,Diesel,14200
Hyundai i20 II,17700,1248 ,2016 ,164 000 km,Benzyna,14182.692307692309
Volkswagen Passat B6,27900,1968 ,2010 ,234 166 km,Diesel,14176.829268292684
Ford Focus Mk2,22500,1596 ,2009 ,100 426 km,Benzyna,14097.744360902256
Opel Corsa D,16900,1200 ,2012 ,163 000 km,Benzyna,14083.333333333334
Opel Insignia A,27500,1956 ,2011 ,172 200 km,Diesel,14059.304703476484
Citroën DS3,21900,1560 ,2012 ,198 000 km,Diesel,14038.461538461539
Peugeot 308 T7,21900,1560 ,2012 ,101 000 km,Diesel,14038.461538461539
Mercedes-Benz CLS C219,41900,2987 ,2007 ,213 000 km,Diesel,14027.45229327084
Mercedes-Benz Klasa C W204,48990,3500 ,2013 ,54 000 km,Benzyna,13997.142857142857
Ford Mondeo Mk4,27900,1997 ,2012 ,190 000 km,Diesel,13970.956434651978
Peugeot 308 T7,27900,1997 ,2012 ,131 100 km,Diesel,13970.956434651978
Citroën C3 II,19500,1396 ,2012 ,91 000 km,Diesel,13968.481375358166
Hyundai I30 I,19500,1396 ,2009 ,169 500 km,Benzyna,13968.481375358166
BMW Seria 5 E60,41900,3000 ,2004 ,191 000 km,Benzyna,13966.666666666666
BMW Seria 5 E60,34900,2500 ,2009 ,217 000 km,Benzyna,13960
Volkswagen Multivan,34900,2500 ,2004 ,285 000 km,Diesel,13960
Škoda Octavia II,26500,1900 ,2009 ,203 000 km,Diesel,13947.368421052632
Citroën C4 Picasso I,22300,1600 ,2011 ,149 000 km,Diesel,13937.5
Mercedes-Benz ML W164,41800,3000 ,2006 ,258 000 km,Diesel,13933.333333333334
Renault Captur,20900,1500 ,2014 ,50 000 km,Diesel,13933.333333333334
Honda Civic VIII,25000,1799 ,2008 ,123 748 km,Benzyna,13896.609227348526
Fiat Punto Evo,19000,1368 ,2011 ,63 500 km,Benzyna,13888.888888888889
Honda Civic VIII,25000,1800 ,2007 ,159 000 km,Benzyna,13888.888888888889
Nissan Qashqai+2,27700,1995 ,2008 ,237 000 km,Diesel,13884.711779448622
Volkswagen Golf Plus,27300,1968 ,2009 ,174 000 km,Diesel,13871.951219512195
Suzuki SX4 I,22000,1586 ,2008 ,151 616 km,Benzyna,13871.374527112232
BMW Seria 5 E60,41500,2996 ,2008 ,242 000 km,Benzyna,13851.802403204272
Opel Insignia A,27700,2000 ,2010 ,140 000 km,Diesel,13850
Opel Zafira B,24900,1800 ,2009 ,183 000 km,Benzyna,13833.333333333334
Opel Astra J,26999,1956 ,2011 ,254 000 km,Diesel,13803.169734151328
Ford Mondeo Mk4,27500,1995 ,2009 ,278 000 km,Diesel,13784.461152882204
Ford Focus Mk3,21500,1560 ,2011 ,211 470 km,Diesel,13782.051282051283
Peugeot 3008 I,21500,1560 ,2010 ,129 000 km,Diesel,13782.051282051283
Opel Insignia A,26900,1956 ,2011 ,299 000 km,Diesel,13752.556237218814
Škoda Fabia II,21900,1598 ,2014 ,120 000 km,Diesel,13704.630788485607
Peugeot 3008 I,21900,1600 ,2009 ,187 000 km,Diesel,13687.5
Opel Astra K,21900,1600 ,2016 ,37 000 km,Diesel,13687.5
Ford Fiesta Mk7,21900,1600 ,2010 ,147 000 km,Diesel,13687.5
Renault Laguna III,19990,1461 ,2010 ,115 679 km,Diesel,13682.409308692677
Škoda Superb II,26900,1968 ,2011 ,270 000 km,Diesel,13668.69918699187
Nissan Navara,33900,2488 ,2008 ,211 600 km,Diesel,13625.40192926045
Audi A3 8P,21800,1600 ,2005 ,229 946 km,Benzyna,13625
Opel Corsa D,16999,1248 ,2011 ,140 000 km,Diesel,13620.99358974359
Renault Megane III,19900,1461 ,2010 ,128 600 km,Diesel,13620.807665982204
Hyundai Tucson I,26900,1975 ,2009 ,173 000 km,Benzyna+LPG,13620.253164556962
Audi A6 C6,27200,2000 ,2008 ,286 000 km,Diesel,13600
Hyundai I30 I,21500,1582 ,2011 ,127 500 km,Diesel,13590.391908975978
Suzuki Grand Vitara II,25800,1900 ,2009 ,215 000 km,Diesel,13578.947368421053
Kia Ceed II,21700,1600 ,2014 ,193 000 km,Diesel,13562.5
Volvo S40 II,24400,1800 ,2008 ,227 000 km,Benzyna,13555.555555555555
BMW X3 E83,26999,1995 ,2005 ,167 000 km,Diesel,13533.333333333334
Škoda Fabia II,18800,1390 ,2009 ,130 720 km,Benzyna+LPG,13525.179856115108
Porsche Panamera,65000,4806 ,2011 ,124 296 km,Benzyna,13524.760715771952
